	world	description	category	animating	footprintx	footprintz	height	filename	seqname	seqnameshad	animtrans	shadtrans	hitdensity	metal	damage	indestructible	seqnamereclamate	energy	seqnameburn	seqnameburnshad	featureburnt	burnmin	burnmax	sparktime	spreadchance	burnweapon	seqnamedie	featuredead	flamable	reclaimable	featurereclamamate	reproduce	reproducearea	blocking	geothermal	object	autoreclaimable	featurereclamate	nodisplayinfo	permanent
Urban\buildings_b.Building03	urban	Building	buildings	0	9	10	280	ur-buildings1	ur-building03	u-buildshad03	0	1	100	7500	2000		u-buildrec03										ur-boom03	Building03b	0	1		0	6	1				Buildingscar03		
Urban\buildings_b.Building03b	urban	Building	buildings	0	9	10	200	ur-buildings1	u-buildwreck03	u-wreckshad03	0	1	100	5000	1500		u-wreckrec03										ur-boom03b	Building03c	0	1		0	6	1				Buildingscar03		
Urban\buildings_b.Building03c	urban	Building	buildings	0	9	10	185	ur-buildings1	u-gird03	u-girdshad03	0	1	100	2500	1000		u-girdrec03										ur-boom03c	Buildingscar03	0	1		0	6	1				Buildingscar03		
Urban\buildings_b.Building04	urban	Building	buildings	0	12	8	490	ur-buildings1	ur-building04	u-buildshad04	0	1	100	10000	4000		u-buildrec04										ur-boom04	Building04b	0	1		0	6	1				Buildingscar04		
Urban\buildings_b.Building04b	urban	Building	buildings	0	12	8	400	ur-buildings1	u-buildwreck04	u-wreckshad04	0	1	100	7000	2500		u-wreckrec04										ur-boom04b	Building04c	0	1		0	6	1				Buildingscar04		
Urban\buildings_b.Building04c	urban	Building	buildings	0	12	8	385	ur-buildings1	u-gird04	u-girdshad04	0	1	100	4000	1500		u-girdrec04										ur-boom04c	Buildingscar04	0	1		0	6	1				Buildingscar04		
Urban\buildings_b.Building05	urban	Building	buildings	0	9	7	420	ur-buildings1	ur-building05	u-buildshad05	0	1	100	7000	3000		u-buildrec05										ur-boom05	Building05b	0	1		0	6	1				Buildingscar05		
Urban\buildings_b.Building05b	urban	Building	buildings	0	9	7	380	ur-buildings1	u-buildwreck05	u-wreckshad05	0	1	100	4000	1500		u-wreckrec05										ur-boom05b	Building05c	0	1		0	6	1				Buildingscar05		
Urban\buildings_b.Building05c	urban	Building	buildings	0	9	7	325	ur-buildings1	u-gird05	u-girdshad05	0	1	100	2500	1000		u-girdrec05										ur-boom05c	Buildingscar05	0	1		0	6	1				Buildingscar05		
Urban\buildings_b.Buildingscar01	urban	Damaged Terrain	scars	0	11	10	0	ur-leftovers	ur-buildscar01		1		0															Buildingscar01	0	0		0	6	0						
Urban\buildings_b.Buildingscar02	urban	Damaged Terrain	scars	0	9	14	0	ur-buildings1	ur-buildscar02		1		0															Buildingscar02	0	0		0	6	0						
Urban\buildings_b.Buildingscar03	urban	Damaged Terrain	scars	0	9	10	0	ur-buildings1	ur-buildscar03		1		0															Buildingscar03	0	0		0	6	0						
Urban\buildings_b.Buildingscar04	urban	Damaged Terrain	scars	0	12	10	0	ur-buildings1	ur-buildscar04		1		0															Buildingscar04	0	0		0	6	0						
Urban\buildings_b.Buildingscar05	urban	Damaged Terrain	scars	0	9	7	0	ur-buildings1	ur-buildscar05		1		0															Buildingscar05	0	0		0	6	0						
Urban\buildings_b.Building06	urban	Building	buildings	0	12	6	220	ur-buildings2	ur-building06	u-buildshad06	0	1	100	11000	4000		u-buildrec06										ur-boom06	Building06b	0	1		0	6	1				Buildingscar06		
Urban\buildings_b.Building06b	urban	Building	buildings	0	12	6	220	ur-buildings2	u-buildwreck06	u-wreckshad06	0	1	100	9000	2500		u-wreckrec06										ur-boom06b	Building06c	0	1		0	6	1				Buildingscar06		
Urban\buildings_b.Building06c	urban	Building	buildings	0	12	6	180	ur-buildings2	u-gird06	u-girdshad06	0	1	100	5000	2000		u-girdrec06										ur-boom06c	Buildingscar06	0	1		0	6	1				Buildingscar06		
Urban\buildings_b.Building07	urban	Building	buildings	0	12	10	460	ur-buildings2	ur-building07	u-buildshad07	0	1	100	9985	3800		u-buildrec07										ur-boom07	Building07b	0	1		0	6	1				Buildingscar07		
Urban\buildings_b.Building07b	urban	Building	buildings	0	12	10	420	ur-buildings2	u-buildwreck07	u-wreckshad07	0	1	100	5800	2500		u-wreckrec07										ur-boom07b	Building07c	0	1		0	6	1				Buildingscar07		
Urban\buildings_b.Building07c	urban	Building	buildings	0	12	10	250	ur-buildings2	u-gird07	u-girdshad07	0	1	100	3500	1500		u-girdrec07										ur-boom07c	Buildingscar07	0	1		0	6	1				Buildingscar07		
Urban\buildings_b.Building08	urban	Building	buildings	0	6	4	110	ur-buildings2	ur-building08	u-buildshad08	0	1	100	2000	1500		u-buildrec08										ur-boom08	Building08b	0	1		0	6	1				Buildingscar08		
Urban\buildings_b.Building08b	urban	Building	buildings	0	6	4	100	ur-buildings2	u-buildwreck08	u-wreckshad08	0	1	100	1000	925		u-wreckrec08										ur-boom08b	Building08c	0	1		0	6	1				Buildingscar08		
Urban\buildings_b.Building08c	urban	Building	buildings	0	6	4	85	ur-buildings2	u-gird08	u-girdshad08	0	1	100	500	500		u-girdrec08										ur-boom08c	Buildingscar08	0	1		0	6	1				Buildingscar08		
Urban\buildings_b.Building09	urban	Building	buildings	0	5	5	110	ur-buildings2	ur-building09	u-buildshad09	0	1	100	1850	1000		u-buildrec09										ur-boom09	Building09b	0	1		0	6	1				Buildingscar09		
Urban\buildings_b.Building09b	urban	Building	buildings	0	5	5	95	ur-buildings2	u-buildwreck09	u-wreckshad09	0	1	100	875	750		u-wreckrec09										ur-boom09b	Building09c	0	1		0	6	1				Buildingscar09		
Urban\buildings_b.Building09c	urban	Building	buildings	0	5	5	70	ur-buildings2	u-gird09	u-girdshad09	0	1	100	500	500		u-girdrec09										ur-boom09c	Buildingscar09	0	1		0	6	1				Buildingscar09		
Urban\buildings_b.Building10	urban	Cheese Factory	buildings	0	7	11	105	ur-buildings2	ur-building10	u-buildshad10	0	1	100	6500	2000		u-buildrec10										ur-boom10	Building10b	0	1		0	6	1				Buildingscar10		
Urban\buildings_b.Building10b	urban	Cheese Factory	buildings	0	7	11	95	ur-buildings2	u-buildwreck10	u-wreckshad10	0	1	100	3500	1500		u-buildrec10										ur-boom10b	Building10c	0	1		0	6	1				Buildingscar10		
Urban\buildings_b.Building10c	urban	Cheese Factory	buildings	0	7	11	85	ur-buildings2	u-gird10	u-girdshad10	0	1	100	1500	875		u-girdrec10										ur-boom10c	Buildingscar10	0	1		0	6	1				Buildingscar10		
Urban\buildings_b.Buildingscar06	urban	Damaged Terrain	scars	0	12	6	0	ur-leftovers	ur-buildscar06		1		0															Buildingscar06	0	0		0	6	0						
Urban\buildings_b.Buildingscar07	urban	Damaged Terrain	scars	0	12	10	0	ur-buildings2	ur-buildscar07		1		0															Buildingscar07	0	0		0	6	0						
Urban\buildings_b.Buildingscar08	urban	Damaged Terrain	scars	0	6	4	0	ur-buildings2	ur-buildscar08		1		0															Buildingscar08	0	0		0	6	0						
Urban\buildings_b.Buildingscar09	urban	Damaged Terrain	scars	0	5	5	0	ur-buildings2	ur-buildscar09		1		0															Buildingscar09	0	0		0	6	0						
Urban\buildings_b.Buildingscar10	urban	Damaged Terrain	scars	0	7	11	0	ur-buildings2	ur-buildscar10		1		0															Buildingscar10	0	0		0	6	0						
Urban\buildings_b.Building11	urban	Building	buildings	0	5	8	140	ur-buildings3	ur-building11	u-buildshad11	0	1	100	7000	2500		u-buildrec11										ur-boom11	Building11b	0	1		0	6	1				Buildingscar11		
Urban\buildings_b.Building11b	urban	Building	buildings	0	5	8	120	ur-buildings3	u-buildwreck11	u-wreckshad11	0	1	100	5000	2000		u-wreckrec11										ur-boom11b	Building11c	0	1		0	6	1				Buildingscar11		
Urban\buildings_b.Building11c	urban	Building	buildings	0	5	8	95	ur-buildings3	u-gird11	u-girdshad11	0	1	100	3000	1000		u-girdrec11										ur-boom11c	Buildingscar11	0	1		0	6	1				Buildingscar11		
Urban\buildings_b.Building12	urban	Building	buildings	0	5	5	230	ur-buildings3	ur-building12	u-buildshad12	0	1	95	4250	1000		u-buildrec12										ur-boom12	Building12b	0	1		0	6	1				Buildingscar12		
Urban\buildings_b.Building12b	urban	Building	buildings	0	5	5	200	ur-buildings3	u-buildwreck12	u-wreckshad12	0	1	95	2600	750		u-wreckrec12										ur-boom12b	Building12c	0	1		0	6	1				Buildingscar12		
Urban\buildings_b.Building12c	urban	Building	buildings	0	5	5	200	ur-buildings3	u-gird12	u-girdshad12	0	1	90	908	500		u-girdrec12										ur-boom12c	Buildingscar12	0	1		0	6	1				Buildingscar12		
Urban\buildings_b.Building13	urban	Building	buildings	0	4	4	140	ur-buildings3	ur-building13	u-buildshad13	0	1	100	4000	1000		u-buildrec13										ur-boom13	Building13b	0	1		0	6	1				Buildingscar13		
Urban\buildings_b.Building13b	urban	Building	buildings	0	4	4	100	ur-buildings3	u-buildwreck13	u-wreckshad13	0	1	100	1500	750		u-wreckrec13										ur-boom13b	Building13c	0	1		0	6	1				Buildingscar13		
Urban\buildings_b.Building13c	urban	Building	buildings	0	4	4	385	ur-buildings3	u-gird13	u-girdshad13	0	1	100	975	500		u-girdrec13										ur-boom13c	Buildingscar13	0	1		0	6	1				Buildingscar13		
Urban\buildings_b.Building14	urban	Building	buildings	0	5	5	160	ur-buildings3	ur-building14	u-buildshad14	0	1	100	5000	2000		u-buildrec14										ur-boom14	Building14b	0	1		0	6	1				Buildingscar14		
Urban\buildings_b.Building14b	urban	Building	buildings	0	5	5	100	ur-buildings3	u-buildwreck14	u-wreckshad14	0	1	70	1000	975		u-wreckrec14										ur-boom14b	Building14c	0	1		0	6	1				Buildingscar14		
Urban\buildings_b.Building14c	urban	Building	buildings	0	5	5	50	ur-buildings3	u-gird14	u-girdshad14	0	1	55	500	500		u-girdrec14										ur-boom14c	Buildingscar14	0	1		0	6	1				Buildingscar14		
Urban\buildings_b.Building15	urban	Building	buildings	0	3	3	170	ur-buildings3	ur-building15	u-buildshad15	0	1	100	2900	2000		u-buildrec15										ur-boom15	Building15b	0	1		0	6	1				Buildingscar15		
Urban\buildings_b.Building15b	urban	Building	buildings	0	3	3	95	ur-buildings3	u-buildwreck15	u-wreckshad15	0	1	90	1005	1500		u-wreckrec15										ur-boom15b	Building15c	0	1		0	6	1				Buildingscar15		
Urban\buildings_b.Building15c	urban	Building	buildings	0	3	3	90	ur-buildings3	u-gird15	u-girdshad15	0	1	85	753	975		u-girdrec15										ur-boom15c	Buildingscar15	0	1		0	6	1				Buildingscar15		
Urban\buildings_b.Buildingscar11	urban	Damaged Terrain	scars	0	5	7	0	ur-leftovers	ur-buildscar11		1		0															Buildingscar11	0	0		0	6	0						
Urban\buildings_b.Buildingscar12	urban	Damaged Terrain	scars	0	5	5	0	ur-buildings3	ur-buildscar12		1		0															Buildingscar12	0	0		0	6	0						
Urban\buildings_b.Buildingscar13	urban	Damaged Terrain	scars	0	4	4	0	ur-buildings3	ur-buildscar13		1		0															Buildingscar13	0	0		0	6	0						
Urban\buildings_b.Buildingscar14	urban	Damaged Terrain	scars	0	5	5	0	ur-buildings3	ur-buildscar14		1		0															Buildingscar14	0	0		0	6	0						
Urban\buildings_b.Buildingscar15	urban	Damaged Terrain	scars	0	3	3	0	ur-buildings3	ur-buildscar15		1		0															Buildingscar15	0	0		0	6	0						
Urban\CARS.Car01	urban	Car	cars	0	1	1	14	cars	car01	carshad01	0	1	100	25	250		carec01										carboom01	carscar05	0	1		0	6	1				carscar05		
Urban\CARS.Car02	urban	Car	cars	0	2	1	14	cars	car02	carshad02	0	1	100	30	250		carec02										carboom01	carscar01	0	1		0	6	1				carscar01		
Urban\CARS.Car03	urban	Car	cars	0	2	1	15	cars	car03	carshad03	0	1	10	25			carec03										carboom01	carscar01	0	1		0	6	1				carscar01		
Urban\CARS.Car04	urban	Car	cars	0	2	1	14	cars	car04	carshad04	0	1	100	35	250		carec04										carboom01	carscar01	0	1		0	6	1				carscar01		
Urban\CARS.Car05	urban	Car	cars	0	2	1	15	cars	car05	carshad05	0	1	100	25	250		carec05										carboom01	carscar01	0	1		0	6	1				carscar01		
Urban\CARS.Car06	urban	Car	cars	0	1	2	15	cars	car06	carshad06	0	1	100	30	250		carec06										carboom02	carscar02	0	1		0	6	1				carscar02		
Urban\CARS.Car07	urban	Car	cars	0	1	2	15	cars	car07	carshad07	0	1	100	25	250		carec07										carboom02	carscar02	0	1		0	6	1				carscar02		
Urban\CARS.Car08	urban	Car	cars	0	1	2	15	cars	car08	carshad08	0	1	100	35	250		carec08										carboom02	carscar02	0	1		0	6	1				carscar02		
Urban\CARS.Car09	urban	Car	cars	0	1	2	15	cars	car09	carshad09	0	1	100	25	250		carec09										carboom02	carscar02	0	1		0	6	1				carscar02		
Urban\CARS.Car10	urban	Car	cars	0	1	2	15	cars	car10	carshad10	0	1	100	37	250		carec10										carboom02	carscar02	0	1		0	6	1				carscar02		
Urban\CARS.Car11	urban	Car	cars	0	1	1	15	cars	car11	carshad11	0	1	100	25	250		carec11										carboom02	carscar05	0	1		0	6	1				carscar05		
Urban\CARS.CarScar01	urban	Damaged Terrain	scars	0	2	1	0	cars	carscar01		1		0															carscar01	0	0		0	6	0						
Urban\CARS.CarScar02	urban	Damaged Terrain	scars	0	1	2	0	cars	carscar02		1		0															carscar02	0	0		0	6	0						
Urban\CARS.CarScar05	urban	Damaged Terrain	scars	0	1	1	0	cars	carscar05		1		0															carscar05	0	0		0	6	0						
Urban\CARS2.Car12	urban	Car	cars	0	1	1	15	cars2	car12	carshad12	0	1	100	30	250		carec12										carboom02	carscar05	0	1		0	6	1				carscar05		
Urban\CARS2.Car13	urban	Car	cars	0	1	2	15	cars2	car13	carshad13	0	1	100	30	250		carec13										carboom02	carscar03	0	1		0	6	1				carscar03		
Urban\CARS2.Car14	urban	Car	cars	0	1	2	15	cars2	car14	carshad14	0	1	100	20	250		carec14										carboom02	carscar03	0	1		0	6	1				carscar03		
Urban\CARS2.Car15	urban	Car	cars	0	1	2	15	cars2	car15	carshad15	0	1	100	30	250		carec15										carboom02	carscar03	0	1		0	6	1				carscar03		
Urban\CARS2.Car16	urban	Car	cars	0	1	1	15	cars2	car16	carshad16	0	1	100	25	250		carec16										carboom01	carscar05	0	1		0	6	1				carscar05		
Urban\CARS2.Car17	urban	Car	cars	0	1	1	15	cars2	car17	carshad17	0	1	100	20	250		carec17										carboom01	carscar05	0	1		0	6	1				carscar05		
Urban\CARS2.Car18	urban	Car	cars	0	2	1	15	cars2	car18	carshad18	0	1	100	35	250		carec18										carboom01	carscar04	0	1		0	6	1				carscar04		
Urban\CARS2.Car19	urban	Car	cars	0	2	1	15	cars2	car19	carshad19	0	1	100	25	250		carec19										carboom01	carscar04	0	1		0	6	1				carscar04		
Urban\CARS2.Car20	urban	Car	cars	0	2	1	15	cars2	car20	carshad20	0	1	100	24	250		carec20										carboom01	carscar04	0	1		0	6	1				carscar04		
Urban\CARS2.Car21	urban	Car	cars	0	2	1	15	cars2	car21	carshad21	0	1	100	30	250		carec21										carboom01	carscar04	0	1		0	6	1				carscar04		
Urban\CARS2.CarScar03	urban	Damaged Terrain	scars	0	1	2	0	cars2	carscar03		1		0															carscar03	0	0		0	6	0						
Urban\CARS2.CarScar04	urban	Damaged Terrain	scars	0	2	1	0	cars2	carscar04		1		0															carscar04	0	0		0	6	0						
Urban\CARS2.CarScar05	urban	Damaged Terrain	scars	0	1	1	0	cars2	carscar05		1		0															carscar05	0	0		0	6	0						
Urban\comstatue.comstat01	urban	Public Art	monuments	0	3	3	240	statue	comstat01	comstatshad01	0	1	90	8757	1000		comstatrec01										comstatboom01	comscar01	0	1		0	6	1				comscar01		
Urban\comstatue.comstat02	urban	Public Art	monuments	0	3	4	275	statue	comstat02	comstatshad02	0	1	85	8997	1000		comstatrec02										comstatboom02	comscar02	0	1		0	6	1				comscar02		
Urban\comstatue.pasta01	urban	Public Art	monuments	0	5	4	240	statue	pasta	pastashad	0	1	80	6549	850		pastarec										pastaboom	pastascar01	0	1		0	6	1				pastascar01		
Urban\comstatue.Widget19	urban	Public Hygiene Pod	machines	0	2	2	50	statue	hygiene	hygieneshad	0	1	80	100	850		hygienerec										hygieneboom	hygienescar	0	1		0	6	1				hygienescar		
Urban\comstatue.comscar01	urban	Damaged Terrain	scars	0	3	3	0	statue	comscar01		1		0															comscar01	0	0		0	6	0						
Urban\comstatue.comscar02	urban	Damaged Terrain	scars	0	3	4	0	statue	comscar02		1		0															comscar02	0	0		0	6	0						
Urban\comstatue.hygienescar	urban	Damaged Terrain	scars	0	2	2	0	statue	hygienescar		1		0															hygienescar	0	0		0	6	0						
Urban\comstatue.Pastascar01	urban	Damaged Terrain	scars	0	5	4	0	statue	pastascar		1		0															pastascar01	0	0		0	6	0						
Urban\LIGHTS.Light01	urban	Streetlight	machines	0	1	1	80	u-lights	u-light01	u-lightshad01	0	1	90	25	100		u-lightrec01										u-lightboom01	lightscar01	0	1		0	6	1				lightscar01		
Urban\LIGHTS.Light02	urban	Streetlight	machines	0	1	1	110	u-lights	u-light02	u-lightshad02	0	1	90	25	100		u-lightrec02										u-lightboom01	lightscar01	0	1		0	6	1				lightscar01		
Urban\LIGHTS.Light03	urban	Streetlight	machines	0	1	1	30	u-lights	u-light03	u-lightshad03	0	1	90	25	100		u-lightrec03										u-lightboom03	lightscar01	0	1		0	6	1				lightscar01		
Urban\LIGHTS.Light04	urban	Streetlight	machines	0	1	1	95	u-lights	u-light04	u-lightshad04	0	1	90	25	100		u-lightrec04										u-lightboom02	lightscar01	0	1		0	6	1				lightscar01		
Urban\LIGHTS.Light05	urban	Streetlight	machines	0	1	1	50	u-lights	u-light05	u-lightshad05	0	1	90	25	100		u-lightrec05										u-lightboom02	lightscar02	0	1		0	6	1				lightscar02		
Urban\LIGHTS.Light06	urban	Streetlight	machines	0	1	1	30	u-lights	u-light06	u-lightshad06	0	1	90	25	100		u-lightrec06										u-lightboom02	lightscar02	0	1		0	6	1				lightscar02		
Urban\LIGHTS.Light07	urban	Streetlight	machines	0	1	1	50	u-lights	u-light07	u-lightshad07	0	1	90	25	100		u-lightrec07										u-lightboom02	lightscar02	0	1		0	6	1				lightscar02		
Urban\LIGHTS.Light08	urban	Streetlight	machines	0	1	1	98	u-lights	u-light08	u-lightshad08	0	1	90	25	100		u-lightrec08										u-lightboom01	lightscar02	0	1		0	6	1				lightscar02		
Urban\LIGHTS.LightScar01	urban	Damaged Terrain	scars	0	1	1	0	u-lights	u-lightscar01		1		0															LightScar01	0	0		0	6	0						
Urban\LIGHTS.LightScar02	urban	Damaged Terrain	scars	0	1	1	0	u-lights	u-lightscar02		1		0															LightScar02	0	0		0	6	0						
Urban\manholes.Manhole01	urban	Manhole	steamvents	1	2	2	0	urbanvent	urbanvent01				0			1																			1					
Urban\manholes.Manhole02	urban	Manhole	steamvents	1	2	2	0	urbanvent	urbanvent02				0			1																			1					
Urban\manholes.Manhole03	urban	Manhole	steamvents	1	2	2	0	urbanvent	urbanvent03				0			1																			1					
Urban\MONORAIL.Rail01	urban	Monorail Track	tracks	0	2	2	200	rails	rail01	railshad01	0	1	80		2000	1																		1					1	1
Urban\MONORAIL.Rail02	urban	Monorail Track	tracks	0	2	2	200	rails	rail02	railshad02	0	1	80		2000	1																		1					1	1
Urban\MONORAIL.Rail03	urban	Monorail Track	tracks	0	2	2	200	rails	rail03	railshad03	0	1	80		2000	1																		1					1	1
Urban\MONORAIL.Rail04	urban	Monorail Track	tracks	0	2	2	200	rails	rail04	railshad04	0	1	80		2000	1																		1					1	1
Urban\MONORAIL.Rail05	urban	Monorail Track	tracks	0	4	4	200	rails	rail05	railshad05	0	1	80		2000	1																		1					1	1
Urban\MONORAIL.Rail06	urban	Monorail Track	tracks	0	4	4	200	rails	rail06	railshad06	0	1	80		2000	1																		1					1	1
Urban\MONORAIL.Rail07	urban	Monorail Track	tracks	0	4	4	200	rails	rail07	railshad07	0	1	80		2000	1																		1					1	1
Urban\MONORAIL.Rail08	urban	Monorail Track	tracks	0	2	2	200	rails	rail08	railshad08	0	1	80		2000	1																		1					1	1
Urban\MONORAIL.Rail09	urban	Monorail Track	tracks	0	4	4	200	rails	rail09	railshad09	0	1	80		2000	1																		1					1	1
Urban\MONORAIL.Rail10	urban	Monorail Track	tracks	0	2	2	200	rails	rail10	railshad10	0	1	80		2000	1																		1					1	1
Urban\TRUCKS.Truck01	urban	Truck	trucks	0	5	3	42	trucks	truck01	truckshad01	0	1	100	55	350		truckrec01										truckboom01	truckscar01	0	1		0	6	1				truckscar01		
Urban\TRUCKS.Truck02	urban	Truck	trucks	0	5	3	42	trucks	truck02	truckshad02	0	1	100	60	350		truckrec02										truckboom01	truckscar01	0	1		0	6	1				truckscar01		
Urban\TRUCKS.Truck03	urban	Truck	trucks	0	2	5	42	trucks	truck03	truckshad03	0	1	10	55			truckrec03										truckboom02	truckscar02	0	1		0	6	1				truckscar02		
Urban\TRUCKS.Truck04	urban	Truck	trucks	0	3	5	42	trucks	truck04	truckshad04	0	1	100	60	350		truckrec04										truckboom02	truckscar05	0	1		0	6	1				truckscar05		
Urban\TRUCKS.Truck05	urban	Truck	trucks	0	2	5	42	trucks	truck05	truckshad05	0	1	100	50	350		truckrec05										truckboom02	truckscar02	0	1		0	6	1				truckscar02		
Urban\TRUCKS.Truck06	urban	Truck	trucks	0	2	5	55	trucks	truck06	truckshad06	0	1	100	65	350		truckrec06										truckboom02	truckscar02	0	1		0	6	1				truckscar02		
Urban\TRUCKS.Truck07	urban	Truck	trucks	0	5	2	42	trucks	truck07	truckshad07	0	1	100	60	350		truckrec07										truckboom01	truckscar03	0	1		0	6	1				truckscar03		
Urban\TRUCKS.Truck08	urban	Truck	trucks	0	5	3	42	trucks	truck08	truckshad08	0	1	100	55	350		truckrec08										truckboom01	truckscar04	0	1		0	6	1				truckscar04		
Urban\TRUCKS.truckscar01	urban	Damaged Terrain	scars	0	5	3	0	trucks	truckscar01		0		0															truckscar01	0	0		0	6	0						
Urban\TRUCKS.truckscar02	urban	Damaged Terrain	scars	0	2	5	0	trucks	truckscar02		0		0															truckscar02	0	0		0	6	0						
Urban\TRUCKS.truckscar03	urban	Damaged Terrain	scars	0	5	2	0	trucks	truckscar03		0		0															truckscar03	0	0		0	6	0						
Urban\TRUCKS.truckscar04	urban	Damaged Terrain	scars	0	5	3	0	trucks	truckscar04		0		0															truckscar04	0	0		0	6	0						
Urban\TRUCKS.truckscar05	urban	Damaged Terrain	scars	0	3	5	0	trucks	truckscar05		0		0															truckscar05	0	0		0	6	0						
Urban\WIDGETS.widget01	urban	Transit Node	machines	0	2	2	15	machines	widget01	widgetshad01	0	1	85	25	100		widgetrec01										widgetboom01	widgetscar01	0	1		0	6	1				widgetscar01		
Urban\WIDGETS.widget02	urban	Transit Node	machines	0	2	2	15	machines	widget02	widgetshad02	0	1	85	35	100		widgetrec02										widgetboom01	widgetscar02	0	1		0	6	1				widgetscar02		
Urban\WIDGETS.widget03	urban	Transit Node	machines	0	2	2	17	machines	widget03	widgetshad03	0	1	85	40	100		widgetrec03										widgetboom01	widgetscar01	0	1		0	6	1				widgetscar01		
Urban\WIDGETS.widget04	urban	Transit Node	machines	0	2	2	15	machines	widget04	widgetshad04	0	1	85	45	100		widgetrec04										widgetboom01	widgetscar02	0	1		0	6	1				widgetscar02		
Urban\WIDGETS.widget05	urban	Transit Node	machines	0	2	2	15	machines	widget05	widgetshad05	0	1	85	30	100		widgetrec05										widgetboom01	widgetscar01	0	1		0	6	1				widgetscar01		
Urban\WIDGETS.widget06	urban	Transit Node	machines	0	2	2	15	machines	widget06	widgetshad06	0	1	85	20	100		widgetrec06										widgetboom01	widgetscar02	0	1		0	6	1				widgetscar02		
Urban\WIDGETS.widget07	urban	Microwave Relay	machines	0	2	3	55	machines	widget07	widgetshad07	0	1	95	50	200		widgetrec07										widgetboom02	widgetscar03	0	1		0	6	1				widgetscar03		
Urban\WIDGETS.widget08	urban	Microwave Relay	machines	0	3	2	50	machines	widget08	widgetshad08	0	1	95	60	200		widgetrec08										widgetboom02	widgetscar04	0	1		0	6	1				widgetscar04		
Urban\WIDGETS.widget09	urban	Microwave Relay	machines	0	3	2	45	machines	widget09	widgetshad09	0	1	95	25	200		widgetrec09										widgetboom02	widgetscar04	0	1		0	6	1				widgetscar04		
Urban\WIDGETS.widget10	urban	Microwave Relay	machines	0	2	3	55	machines	widget10	widgetshad10	0	1	95	60	200		widgetrec10										widgetboom02	widgetscar03	0	1		0	6	1				widgetscar03		
Urban\WIDGETS.widget11	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget11	widgetshad11	0	1	100	35	250		widgetrec11										widgetboom03	widgetscar05	0	1		0	6	1				widgetscar05		
Urban\WIDGETS.widget12	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget12	widgetshad12	0	1	100	30	250		widgetrec12										widgetboom03	widgetscar05	0	1		0	6	1				widgetscar05		
Urban\WIDGETS.widget13	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget13	widgetshad13	0	1	100	40	250		widgetrec13										widgetboom03	widgetscar05	0	1		0	6	1				widgetscar05		
Urban\WIDGETS.widget14	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget14	widgetshad14	0	1	100	20	250		widgetrec14										widgetboom03	widgetscar05	0	1		0	6	1				widgetscar05		
Urban\WIDGETS.widget15	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget15	widgetshad15	0	1	100	30	250		widgetrec15										widgetboom03	widgetscar05	0	1		0	6	1				widgetscar05		
Urban\WIDGETS.widget16	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget16	widgetshad16	0	1	100	45	250		widgetrec16										widgetboom03	widgetscar06	0	1		0	6	1				widgetscar06		
Urban\WIDGETS.widget17	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget17	widgetshad17	0	1	100	40	250		widgetrec17										widgetboom03	widgetscar06	0	1		0	6	1				widgetscar06		
Urban\WIDGETS.widget18	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget18	widgetshad18	0	1	100	35	250		widgetrec18										widgetboom03	widgetscar06	0	1		0	6	1				widgetscar06		
Urban\WIDGETS.widgetscar01	urban	Damaged Terrain	scars	0	2	2	0	machines	widgetscar01		1		0															widgetscar01	0	0		0	6	0						
Urban\WIDGETS.widgetscar02	urban	Damaged Terrain	scars	0	2	2	0	machines	widgetscar02		1		0															widgetscar02	0	0		0	6	0						
Urban\WIDGETS.widgetscar03	urban	Damaged Terrain	scars	0	2	3	0	machines	widgetscar03		1		0															widgetscar03	0	0		0	6	0						
Urban\WIDGETS.widgetscar04	urban	Damaged Terrain	scars	0	3	2	0	machines	widgetscar04		1		0															widgetscar04	0	0		0	6	0						
Urban\WIDGETS.widgetscar05	urban	Damaged Terrain	scars	0	3	3	0	machines	widgetscar05		1		0															widgetscar05	0	0		0	6	0						
Urban\WIDGETS.widgetscar06	urban	Damaged Terrain	scars	0	3	3	0	machines	widgetscar06		1		0															widgetscar06	0	0		0	6	0						
Water\ANEMONES.anemone01	water	Anemone	anemones	0	2	2	1	anemones	anemonie01		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone02	water	Anemone	anemones	0	2	2	1	anemones	anemonie02		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone03	water	Anemone	anemones	0	2	2	1	anemones	anemonie03		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone04	water	Anemone	anemones	0	2	2	1	anemones	anemonie04		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone05	water	Anemone	anemones	0	2	2	1	anemones	anemonie05		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone06	water	Anemone	anemones	0	2	2	1	anemones	anemonie06		0	1	100		2000	1																		0					1	1
