	UnitName	Version	Side	Objectname	Designation	Name	Description	FootprintX	FootprintZ	BuildCostEnergy	BuildCostMetal	MaxDamage	MaxWaterDepth	MaxSlope	EnergyUse	BuildTime	WorkerTime	BMcode	Builder	ThreeD	ZBuffer	NoAutoFire	SightDistance	RadarDistance	SoundCategory	EnergyStorage	MetalStorage	ExplodeAs	SelfDestructAs	Category	TEDClass	Copyright	YardMap	Corpse	GermanName	GermanDescription	UnitNumber	FrenchName	Frenchdescription	firestandorders	StandingFireOrder	mobilestandorders	StandingMoveOrder	canmove	canpatrol	canstop	SpanishName	SpanishDescription	ItalianName	ItalianDescription	Ovradjust	canguard	MaxVelocity	BrakeRate	Acceleration	TurnRate	SteeringMode	ShootMe	Canfly	cruisealt	Scale	BankScale	Builddistance	CanReclamate	EnergyMake	MetalMake	DefaultMissionType	maneuverleashlength	MovementClass	Upright	standingmoveorder	buildangle	canattack	Weapon1	downloadable	wpri_badTargetCategory	BadTargetCategory	digger	DamageModifier	antiweapons	ActivateWhenBuilt	onoffable	RadarDistanceJam	sortbias	IsAirBase	MinWaterDepth	WaterLine	NoShadow	TransMaxUnits	canload	transportsize	transportcapacity	ai_limit	altfromsealevel	NoChaseCategory	Weapon2	wsec_badTargetCategory	Floater	HoverAttack	CloakCost	SonarDistance	Weapon3	candgun	CloakCostMoving	HealTime	CanCapture	HideDamage	ImmuneToParalyzer	norestrict	Commander	ShowPlayerName	mincloakdistance	IsFeature	PigLatinName	JapaneseName	PigLatinDescription	MoveRate1	maxwaterdepth	ai_weight	noshadow	Waterline	Buildangle	MakesMetal	teleporter	Stealth	Spanishdescription	Italiandescription	ExtractsMetal	attackrunlength	TidalGenerator	kamikaze	kamikazedistance	Downloadable	WindGenerator	MobileStandOrders	weapon1	BuildAngle	OVRadjust	waterline	upright	ovradjust	cantbetransported	transportmaxunits	PitchScale	MoveRate2
CORMORT.UNITINFO	CORMORT	1.2	CORE	CORMORT	KA-PS6	Morty	Mobile Mortar Kbot	2	2	2865	321	920	12	14	1	7527	0	1	0	1	1	0	225	0	COR_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		cormort_dead	Morty	Mobiler Mörser-Kbot	217	Mortier	Mortier mobile Kbot	1	2	1	1	1	1	1	Morty	Kbot mortero móvil	Morty	Kbot mortaio mobile		1	1.13	0.183105469	0.11	999	2	1							1		Standby	640	KBOTSS2	1			1	CORE_MORT	1	VTOL	VTOL																		VTOL																																																		
CORMSHIP.UNITINFO	CORMSHIP	1	CORE	CORMSHIP	SA-GM6	Missile Frigate	Missile Ship	6	6	7628	2283	1250			0.9	22126	0	1	0	1	1	0	245	1250	CORE_SHIP	0	0	BIG_UNITEX	BIG_UNIT	CORE SHIP LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		cormship_dead	Hydra	Raketenfregatte	121	Hydrax	Frégate lance-missiles	1	2	1	1	1	1	1	Missile Frigate	Buque antiaéreo	Fregata Lanciamissili	Nave lanciamissili	1	1	0.9	0.018310547	0.009155273	128	1	1			0.5				0.9		Standby	640	BOATD6				1	CORMSHIP_ROCKET							1					12										CORSHIP_MISSILE	NOTAIR	1																																															
CORMSTOR.UNITINFO	CORMSTOR	1	CORE	CORMSTOR	MS-4	Metal Storage	Increases Metal Storage	5	5	550	320	1306	0	10	0	2925	0	0	0	1	1	0	210	0	CORE_MSTOR	0	1000	SMALL_BUILDINGEX	SMALL_BUILDING	CORE METAL LEVEL1 NOWEAPON  NOTAIR NOTSUB STORAGE	METAL	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooooooooooooooooooo	cormstor_dead	Metallspeicher	Vergrößert Lager für Metallvorräte	122	Dépôt de métal	Augmente le stockage de métal								Almacén de Metal	Incrementa capacidad de alm. metal	Deposito di Metallo	Aumenta l'immagazzinamento del metallo	1																														1																																																																
CORPT.UNITINFO	CORPT	1	CORE	CORPT	ASD-SS	Searcher	Scout Ship	4	4	917	95	570			0.23	1877	0	1	0	1	1	0	280	0	CORE_SHIP	0	0	SMALL_UNITEX	SMALL_UNIT	CORE SHIP LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corpt_dead	Searcher	Aufklärer	123	Belette	Vedette de reconnaissance	1	2	1	1	1	1	1	Searcher	Barco de reconocimiento	Searcher	Nave da ricognizione	1	1	3.6	0.02	0.1	519	1	1							0.23		Standby	1280	BOATS4				1	COREPT_LASER												6										CORKBOT_MISSILE	NOTAIR	1			0																																												
CORPUN.UNITINFO	CORPUN	1	CORE	CORPUN	COR-PUN	Punisher	Plasma Battery	4	3	7585	1887	2540	0	10	0	13268	0	0	0	1	1	0	350	0	COR_KBOT	200	0	MEDIUM_BUILDINGEX	MEDIUM_BUILDING	CORE LEVEL2 strategic weapon NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	oooo	corpun_dead	Punisher	Stationäre Plasmawerfer-Batterie	124	Répressor	Batterie à plasma stationnaire	1	2					1	Punisher	Cañón de plasma	Punisher	Batteria al plasma	1							1									GUARD_NOMOVE					8192	1	CORFIXED_GUN		VTOL	VTOL																																																																				
CORPYRO.UNITINFO	CORPYRO	1	CORE	CORPYRO	KB-C9	Pyro	Assault Kbot	2	2	2200	260	700	25	17	1.1	3750	0	1	0	1	1	0	245	0	COR_KBOT	0	0	CORPYRO_BLAST	MEDIUM_BUILDING	CORE KBOT LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corpyro_dead	Pyro	Gefechts-Kbot	125	Pyroman	Kbot d'assaut	1	2	1	1	1	1	1	Pyro	Kbot lanzallamas	Pyro	Kbot d'assalto	1	1	1.525878906	0.183105469	0.1	950	2	1							1.1		Standby	640	TANKSH2	1			1	FLAMETHROWER		VTOL	VTOL																		VTOL																																																		
CORRAD.UNITINFO	CORRAD	1	CORE	CORRAD	FR-3	Radar Tower	Radar Tower	2	2	800	50	51	0	10	6	1137	0	0	0	1	1	0	350	1440	CORE_RADAR	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE SPECIAL RAD LEVEL1 NOTAIR NOTSUB CTRL_R	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	oooo	corrad_dead	Radarturm	Radarturm	126	Tour radar	Tour radar								Torre de Radar	Torre de Radar	Torre Radar	Torretta radar	1							1							6																1	1																			0																																				16384								
CORRAID.UNITINFO	CORRAID	1	CORE	CORRAID	PS12	Raider	Medium Assault Tank	2	2	1241	169	1058	12	10	0.6	2376	0	1	0	1	1	0	250	0	CORE_TANK	0	0	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corraid_dead	Raider	Mittelschwerer Gefechtspanzer	127	Raider	Char d'assaut moyen	1	2	1	1	1	1	1	Raider	Tanque de asalto medio	Raider	Carro armato medio d'assalto	1	1	1.6	0.009765625	0.013	430	1	1							0.6		Standby	640	TANKSH2				1	CORE_LIGHTCANNON		VTOL	VTOL																		VTOL																																																		
CORREAP.UNITINFO	CORREAP	1	CORE	CORREAP	TB-PS4	Reaper	Heavy Assault Tank	3	3	3048	473	2014	100	12	0.8	8730	0	1	0	1	1	0	240	0	CORE_TANK	0	0	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		correap_dead	Reaper	Schwerer Gefechtsfahrzeug	128	Moissonneur	Char d'assaut lourd	1	2	1	1	1	1	1	Reaper	Tanque de asalto pesado	Reaper	Carro armato pesante d'assalto	1	1	1.2	0.007629395	0.011	299	1	1							0.8		Standby	640	TANKSH3				1	CORE_REAP		VTOL	VTOL																		VTOL																																																		
CORRL.UNITINFO	CORRL	1	CORE	CORRL	F-R14	Pulverizer	Missile Tower	3	3	805	76	300	0	20	0	1749	0	0	0	1	1	0	350	0	COR_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE SPECIAL LEVEL2 WEAPON NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	corrl_dead	Pulverizer	Raketenturm	129	Pulvérisator	Tour lance-missiles	1	2					1	Pulverizer	Torre antiaérea	Pulverizer	Torretta missilistica	1							1									GUARD_NOMOVE						1	CORRL_MISSILE		NOTAIR	NOTAIR																																																																				
CORROACH.UNITINFO	CORROACH	1	CORE	CORROACH	UV-2-AB	Roach	Crawling Bomb	1	1	5471	65	195	112	32	0.1	7899	0	1	0	1	1	0	100	0	ROACH	0	0	CRAWL_BLASTSML	CRAWL_BLAST	CORE KBOT WEAPON LEVEL2 NOTAIR NOTSUB KAMIKAZE	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.			Roach	Kriech-Bombe	130	Blatte	Bombe rampante	1	0	1	1	1	1	1	Roach	Bomba de asalto	Roach	Bomba a grappolo	1	1	0.4	0.12	0.1	1370	1	1							0.1		Standby	640	TANKDS2				1			VTOL	VTOL																		VTOL																																				1	40													
CORROY.UNITINFO	CORROY	1	CORE	CORROY	SA-AS4	Enforcer	Destroyer	4	4	4505	887	3150			1.9	13368	0	1	0	1	1	0	330	0	CORE_SHIP	0	0	SMALL_UNITEX	SMALL_UNIT	CORE SHIP LEVEL2 WEAPON ANTISUB NOTAIR NOTSUB CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corroy_dead	Enforcer	Zerstörer	131	Justicier	Destroyer	1	2	1	1	1	1	1	Enforcer	Destructor	Enforcer	Distruttore	1	1	2.93	0.018310547	0.009155273	128	1	1			0.6				1.9		Standby	640	BOATS4			16384	1	CORE_ROY		VTOL	VTOL				1					12									VTOL	COREDEPTHCHARGE	NOTSUB 	1			305																																												
CORSEAL.UNITINFO	CORSEAL	1	CORE	CORSEAL	TBA-PS9	Crock	Amphibious Tank	3	3	2310	295	1144	255	12	0.5	6119	0	1	0	1	1	0	230	0	CORE_TANK	0	0	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL2 WEAPON PHIB NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corseal_dead	Crock	Amphibienpanzer	132	Amphibiax	Char amphibie	1	2	1	1	1	1	1	Crock	Tanque anfibio	Crock	Carro armato anfibio	1	1	1.2	0.008	0.008	320	1	1							0.5		Standby	640	TANKDH3				1	CORE_MEDIUMCANNON		VTOL	VTOL																		VTOL																																																		
CORSENT.UNITINFO	CORSENT	1.2	CORE	CORSENT	KG-EHL	Copperhead	Mobile Flak Vehicle	2	2	12487	886	685	12	14	0.8	23975	0	1	0	1	1	0	260	0	COR_TANK	100	0	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corsent_dead	Copperhead	Mobile Flak-Einheit	314	Scrutator	Véhicule antiaérien	1	2	1	0	1	1	1	Copperhead	Vehículo Móvil Antiaéreo	Testa di rame	Veicolo d'artiglieria mobile		1	1.01	0.1	0.04	489	2	1							0.3		Standby	30	TANKSH3	0			1	CORSENT_GUN	1	NOTAIR	NOTAIR																																																													1							
CORSHAD.UNITINFO	CORSHAD	1	CORE	CORSHAD	VA-B3	Shadow	Bomber	3	3	5691	131	315	0	10	0.9	10750	0	1	0	1	1	0	350	0	CORE_VTOL	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL1 WEAPON BOMB NOTSUB CTRL_W CTRL_P	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Shadow	Bomber	133	Fantôme	Bombardier	1	0	1	1	1	1	1	Shadow	Bombardero	Shadow	Bombardiere	1	1	8	1.2	0.07	335	1	1	1	205					0.9		VTOL_standby	1280					1	CORBOMB																				1	UNDERWATER																																		220																
CORSHARK.UNITINFO	CORSHARK	1	CORE	CORSHARK	SBS-T2	Shark	Submarine Killer	3	3	5245	1356	276			0.5	17529	0	1	0	1	1	0	150		CORE_SUB	0	0	SMALL_UNITEX	SMALL_UNIT	CORE UNDERWATER LEVEL2 TORP WEAPON NOTAIR CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corshark_dead	Shark	U-Boot Jäger	134	Squale	Destructeur de sous-marins	1	2	1	1	1	1	1	Shark	Caza submarino	Shark	Sottomarino killer	1	1	2.5	0.2	0.03	303	1	1							0.5		Standby	640	BOATD3	1			1	CORSMART_TORPEDO		NOTSUB 	VTOL				1					15	20														450																																												
CORSILO.UNITINFO	CORSILO	1	CORE	CORSILO	F-LR4	Silencer	Nuclear Missile Launcher	4	4	48768	975	2560	0	10	0	181243	0	0	0	1	1	0	350	0	NUC	0	0	ATOMIC_BLASTSML	NUCLEAR_MISSILE	CORE SPECIAL WEAPON LEVEL3 NOTAIR NOTSUB 	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	corsilo_dead	Silencer	Atomraketenwerfer	135	Néfastator	Lance-missiles nucléaires	1	0					1	Silencer	Lanzamisiles nucleares	Silencer	Lanciamissili nucleare	1							1														8192	1	crblmssl		VTOL	VTOL																																																																				
CORSJAM.UNITINFO	CORSJAM	1.2	CORE	CORSJAM	SA-AR2	Phantom	Radar Jammer Ship	4	4	2254	135	570			20	7025	0	1	0	1	1	0	310	0	CORE_SHIP	0	0	MEDIUM_UNITEX	MEDIUM_UNIT	CORE SHIP NOWEAPON JAM LEVEL2 NOTAIR NOTSUB CTRL_R	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corsjam_dead	Phantom	Radar-Störboot	192	Ombrager	Brouilleur de radar			1	1	1	1	1	Phantom	Buque distorsionador de radar	Phantom	Nave - Crea disturbi Radar		1	2.5	0.018	0.08	375	1	1							20		Standby	640	BOATS4						1						1	1	730			6							limit CORSJAM 2					1			0																																												
CORSOLAR.UNITINFO	CORSOLAR	1	CORE	CORSOLAR	ES-22	Solar Collector	Produces Energy	5	5	790	141	320	0	10	-20	2416	100	0	0	1	1	0	210	0	CORE_SOLAR	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE ENERGY LEVEL1 NOWEAPON  NOTAIR NOTSUB 	ENERGY	Copyright 1997 Humongous Entertainment. All rights reserved.	oooooooooooooooo	corsolar_dead	Solarkollektor	Gewinnt Energie	136	Capteur solaire	Produit de l'énergie								Colector Solar	Produce energía	Pannello Solare	Produce energia	1														0														0.33333		1	1																																																							32768								
CORSONAR.UNITINFO	CORSONAR	1	CORE	CORSONAR	FS-4	Sonar Station	Sonar Station	2	2	399	20	52		10	8	900	0	0	0	1	1	0	175	0	CORE_SONAR	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE SPECIAL SONAR LEVEL2 NOTAIR NOTSUB CTRL_R	WATER	Copyright 1997 Humongous Entertainment. All rights reserved.	wwww	corsonar_dead	Sonarstation	Ortet schwimmende Einheiten	137	Station sonar	Sonar								Estación de Sonar	Detecta submarinos	Stazione Sonar	Stazione sonar	1														8							8192									1	1				10	12	1													1223																																												
CORSPEC.UNITINFO	CORSPEC	1	CORE	CORSPEC	UV-2-AB	Spectre	Radar Jammer	1	1	1453	70	310	112	32	10	5439	0	1	0	1	1	0	200	0	CORE_JAM	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT NOWEAPON JAM LEVEL2 NOTAIR NOTSUB CTRL_R	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corspec_dead	Spectre	Radar-Störer	138	Spectre	Brouilleur de radar 			1	1	1	1	1	Spectre	Distorsionador de radar	Spectre	Crea interferenze radar	1	1	1	0.12	0.1	945	1	1							10		Standby	640	TANKSH2	1											1	1	490																																																														
CORSSUB.UNITINFO	CORSSUB	1.2	CORE	CORSSUB	ASD-SK	Leviathan	Battle Sub	3	3	19940	3850	3052			15	38567	0	1	0	1	1	0	490		ARM_SUB	0	0	BIG_UNITEX	BIG_UNIT	CORE UNDERWATER LEVEL TORP WEAPON NOTAIR NOTSUB CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corssub_dead	Leviathan	Schweres Angriffs-U-Boot	277	Leviathan	Sous-marin nouv. génération	1	2	1	1	1	1	1	Leviathan	Submarino de Combate	Leviatano	Sottomarino		1	1.9	0.016	0.03	72	1	1							0.5		Standby	640	BOATD6				1	CORSSUB_WEAPON	1	VTOL	VTOL				1					1									VTOL						658																																						25	1	1				
CORSTORM.UNITINFO	CORSTORM	1	CORE	CORSTORM	KA-R3	Storm	Rocket Kbot	2	2	985	118	620	21	14	0.6	1969	0	1	0	1	1	0	265	0	COR_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corstorm_dead	Storm	Raketen-Kbot	139	Cyclone	Kbot lance-roquettes	1	2	1	1	1	1	1	Storm	Kbot Lanzacohetes	Storm	Kbot Lanciarazzi	1	1	1.25	0.15	0.091552734	1003	2	1							0.6		Standby	640	TANKSH2	1			1	CORKBOT_ROCKET		VTOL	VTOL																		VTOL																																																		
CORSUB.UNITINFO	CORSUB	1	CORE	CORSUB	SAS-T4	Snake	Submarine	4	4	3902	1199	590			0.4	9729	0	1	0	1	1	0	112	0	CORE_SUB	0	0	SMALL_UNITEX	SMALL_UNIT	CORE UNDERWATER LEVEL1 TORP WEAPON NOTAIR CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corsub_dead	Snake	U-Boot	140	Murène	Sous-marin	1	2	1	1	1	1	1	Snake	Submarino	Snake	Sottomarino	1	1	2.05	0.2	0.03	256	1	1							0.4		Standby	640	BOATD3	1			1	CORE_TORPEDO							1					20	20														400																																												
CORSUMO.UNITINFO	CORSUMO	1.2	CORE	CORSUMO	KG-EHL	Sumo	Adv. Armored Assault Kbot	2	2	5987	844	4950	12	14	2.8	10975	0	1	0	1	1	0	245	0	COR_KBOT	100	0	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corsumo_dead	Sumo	Schwerer Kampf-Kbot	269	Sumo	KBot d'assault lourd	1	2	1	1	1	1	1	Sumo	Kbot de asalto pesado	Sumo	Assalto pesante KBot		1	0.34	0.1	0.04	90	2	1							2.8		Standby	640	TANKBH3	0			1	CORSUMO_WEAPON	1	VTOL																			VTOL																																															1			
CORSY.UNITINFO	CORSY	1	CORE	CORSY	PAS	Shipyard	Produces Ships	8	8	750	600	2490			0	6000	100	0	1	1	1	0	213	0	SHIPYARD	100	100	LARGE_BUILDINGEX	LARGE_BUILDING	CORE PLANT CTRL_F LEVEL1 NOWEAPON NOTAIR NOTSUB 	PLANT	Copyright 1997 Humongous Entertainment. All rights reserved.	wCCCCCCw CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC wCCCCCCw	corsy_dead	Werft	Tech Level 1	141	Chantier naval	Niveau Tech 1	1	2	1	1	1	1	1	Astillero	Produce barcos	Cantiere Navale	Produce navi	1															0.5																				30	22	1																																																									
CORTHUD.UNITINFO	CORTHUD	1	CORE	CORTHUD	KA-PS6	Thud	Artillery Kbot	2	2	1161	147	800	12	14	0.6	2171	0	1	0	1	1	0	245	0	COR_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W CTRL_P	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corthud_dead	Thud	Artillerie-Kbot	142	Pilonax	Artillerie Kbot	1	2	1	1	1	1	1	Thud	Kbot de artillería	Thud	Kbot da artiglieria	1	1	1.13	0.183105469	0.091552734	999	2	1							0.6		Standby	640	KBOTSS2	1			1	CORE_THUD		VTOL	VTOL																		VTOL																																																		
CORTIDE.UNITINFO	CORTIDE	1	CORE	CORTIDE		Tidal Generator	Produces Energy	4	4	752	81	253		10	0	2094	0	0	0	1	1	0	100	0	CORE_TIDE	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE ENERGY LEVEL1 NOWEAPON NOTAIR NOTSUB 	WATER	Copyright 1997 Humongous Entertainment. All rights reserved.	wwwwwwwwwwwwwwww	cortide_dead	Gezeitenkraftwerk	Liefert Energie	143	Centrale marémotrice	Produit de l'énergie								Generador Maremotriz	Produce energía	Generatore a Maree	Produce energia	1																					4096									1					20		1													0																				10									1															
CORTITAN.UNITINFO	CORTITAN	1	CORE	CORTITAN	AFD-J9	Titan	Torpedo Bomber	3	3	6588	364	375	0	10	0.5	13722	0	1	0	1	1	0	350	0	CORE_VTOL	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL2 WEAPON TORP  NOTSUB CTRL_W CTRL_P	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Titan	Torpedo-Bomber	144	Titan	Bombardier-torpilleur	1	0	1	1	1	1	1	Titan	Bombardero torpedero	Titan	Bombardiere lancia-torpedini	1	1	9.5	5	0.15	409	1	1	1	150		1			0.5		VTOL_standby	1280					1	CORAIR_TORPEDO																																											8	255																											
CORTL.UNITINFO	CORTL	1	CORE	CORTL		Torpedo Launcher	Torpedo Launcher	3	3	3058	831	1520		10	0.2	4233	0	0	0	1	1	0	150	0	CORE_SHIP	0	0	BIG_UNITEX	BIG_UNIT	CORE SPECIAL WEAPON TORP LEVEL2 NOTAIR NOTSUB 	WATER	Copyright 1997 Humongous Entertainment. All rights reserved.	wwwwwwwww	cortl_dead	Torpedowerfer	Torpedowerfer	145	Lance-torpilles	Lance-torpilles	1	2					1	Lanzatorpedos	Lanzatorpedos	Lancia-torpedini	Lancia-torpedini	1							1							0.2							16384	1	COAX_TORPEDO							1					1	10	1													440																																												
CORTOAST.UNITINFO	CORTOAST	1.2	CORE	CORTOAST	ARM-GUARD	Toaster	Pop-up Heavy Cannon	3	3	12687	2146	1877	0	10	0	18377	0	0	0	1	1	0	370	0	GUARD	0	0	lARGE_BUILDINGEX	LARGE_BUILDING	ARM LEVEL2 strategic weapon NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	oooo	cortoast_dead	Toaster	Schwere Tarn-Kanone	201	Grille-pain	Canon lourd Pop-up	1	2					1												1									GUARD_NOMOVE					8192	1	CORTOAST_GUN	1	VTOL	VTOL	1	0.15																																																																		
CORTRON.UNITINFO	CORTRON	1.2	CORE	CORTRON	COR-TRON	Neutron	Neutron Missile Launcher	4	4	52134	1708	2100	0	10	0	150453	0	0	0	1	1	0	350	0	NUC	0	0	ATOMIC_BLASTSML	NUCLEAR_MISSILE	ARM SPECIAL WEAPON LEVEL3 NOTAIR NOTSUB 	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	cortron_dead	Neutron	Neutron-Werfer	321	Neutrox	Lance-Missiles à neutron	1	0					1	Neutron	Lanzamisiles de Neutrones	Neutrone	Lanciamissili a neutroni	1							1														8192	1	CORTRON_weapon	1	VTOL	VTOL																																																																				
CORTRUCK.UNITINFO	CORTRUCK	1	CORE	CORTRUCK	MA-L8	Truck	Ground Transport	3	3	875	218	3284	12	18	0.3	2515	0	1	0	1	0	0	310	0	CORE_VEHICLE	0	0	SMALL_UNITEX	SMALL_UNIT	CORE TANK LEVEL1 WEAPON NOTAIR NOTSUB 	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		cortruck_dead	Truck		104	Camion		1	2	1	1	1	1	1	Truck	Transporte terrestre	Camion	Trasporto terrestre	1	1	2.1	0.051	0.02	300	1	1							0.3		Standby	640	TANKSH3				1																																				1																																				
CORTSHIP.UNITINFO	CORTSHIP	1	CORE	CORTSHIP	ASD-ST	Envoy	Transport Ship	6	6	4786	887	2120			0.3	13663	0	1	0	1	1	0	250	0	CORE_SHIP	0	0	BIG_UNITEX	BIG_UNIT	CORE SHIP TPORT LEVEL1 NOWEAPON NOTAIR NOTSUB 	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		cortship_dead	Envoy	Transportschiff	146	Cargonaute	Cargo	0		0	1	1	1	1	Envoy	Transporte anfibio	Envoy	Nave da trasporto	1	1	1.8	0.018310547	0.009155273	130	1	1			0.5				0.3		Standby	640	BOATS6			16384														12				1	3	5						1																																													24		
CORVALK.UNITINFO	CORVALK	1	CORE	CORVALK	VA-14-T	Valkyrie	Air Transport	3	3	2695	115	160	0	10	0.7	5889	0	1	0	1	1	0	245	0	CORE_VTOL	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V TPORT LEVEL1 NOWEAPON NOTSUB 	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Valkryie	Transportflugzeug	147	Valkyrie	Avion de transport	0		0	1	1	1	1	Valkyrie	Transporte aéreo	Valkyrie	Trasporto aereo	1	1	7	4	0.02	145	1	1	1	80		1			0.7		VTOL_standby	1280																						1	3	1																									1																											1	2
CORVAMP.UNITINFO	CORVAMP	1	CORE	CORVAMP	AFD-J9	Vamp	Stealth Fighter	2	2	6973	257	490	0	10	15	15924		1		1	1		350	0	CORE_VTOL	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL2 WEAPON STEALTH NOTSUB CTRL_W CTRL_P	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Vamp	Stealth-Jäger	148	Vampire	Chasseur furtif	1	2	1	1	1	1	1	Vamp	Caza antirradar	Vamp	Caccia Stealth	1	1	12	7	0.35	620	1	1	1	160		1			15		VTOL_standby	1280					1	CORVTOL_ADVMISSILE		NOTAIR	NOTAIR																			CORVTOL_ADVMISSILE2	NOTAIR																				8								1																				
CORVENG.UNITINFO	CORVENG	1	CORE	CORVENG	VA-GM15	Avenger	Fighter	2	2	3181	101	202	0	10	0.8	9196	0	1	0	1	1	0	350	0	CORE_VTOL	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL1 WEAPON  NOTSUB CTRL_W CTRL_P	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Avenger	Jäger	149	Punisseur	Chasseur	1	2	1	1	1	1	1	Avenger	Caza	Avenger	Caccia	1	1	11	2	0.21	405	1	1	1	100		1			0.08		VTOL_standby	1280					1	CORVTOL_MISSILE		NOTAIR	NOTAIR																																								8	255																											
CORVOYR.UNITINFO	CORVOYR	1.2	CORE	CORVOYR	KB-MR4	Voyeur	Mobile Radar Kbot	2	2	1283	93	350	0	16	16	3945	0	1	0	1	1	0	240	1200	COR_Kbot	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT NOWEAPON LEVEL2 NOTAIR NOTSUB CTRL_R 	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corvoyr_dead	Voyeur	Mobiler Radar-KBot	171	Espion	Brouilleur de radar			1	1	1	1	1	Voyeur	KBot radar mobile	Voyeur	Mobiler Radar-KBot		1	1	0.012	0.041	530	1	1							16		Standby	640	TANKSH2						1						1	1											limit CORVOYR 2																																																				
